Age,Sex,Race,Marital status,Education,Employment,Incomes,Number of books read,Printed books?,Audiobooks?,E-books?,Source of the last book read,Daily news/newspapers reader?,Magazines/Journals reader?
33,Female,Asian/Pacific Islander,Never been married,Post-graduate,Employed full-time,$75k-100k,15,Yes,Yes,Yes,Borrowed from library,Yes,Yes
30,Female,Asian/Pacific Islander,Never been married,Some college,Employed full-time,$100k-150k,15,Yes,No,No,Other sources,No,Yes
26,Female,Asian/Pacific Islander,Married,Some college,Student,$30k-40k,15,Yes,No,Yes,Purchased,Yes,No
59,Male,Black/African-American,Married,High school,Retired,$20k-30k,15,Yes,No,No,Borrowed from others,No,Yes
51,Female,Black/African-American,Widowed,High school,Employed part-time,$20k-30k,15,Yes,No,Yes,Purchased,Yes,Yes
40,Male,Black/African-American,Married,College,Employed full-time,$100k-150k,15,Yes,No,Yes,Purchased,Yes,Yes
37,Male,Black/African-American,Living with a partner,College,Employed full-time,$75k-100k,15,Yes,No,Yes,Purchased,Yes,Yes
32,Female,Black/African-American,Never been married,College,Employed part-time,$10k-20k,15,Yes,No,Yes,Purchased,No,Yes
29,Female,Black/African-American,Widowed,Some college,Unemployed,$20k-30k,15,Yes,No,No,Borrowed from library,No,Yes
24,Female,Black/African-American,Single,College,Employed full-time,<$10k,15,Yes,No,No,Borrowed from library,Yes,Yes
81,Female,White,Widowed,Some college,Retired,$20k-30k,15,Yes,No,No,Borrowed from library,Yes,Yes
81,Male,White,Married,College,Retired,$20k-30k,15,Yes,No,No,Borrowed from others,Yes,No
78,Male,White,Divorced,Post-graduate,Retired,$30k-40k,15,Yes,No,No,Purchased,No,Yes
78,Male,White,Widowed,Some college,Self-employed,$30k-40k,15,Yes,Yes,Yes,Other sources,Yes,Yes
77,Female,White,Never been married,High school,Employed part-time,$30k-40k,15,Yes,No,No,Other sources,Yes,Yes
75,Male,White,Married,High school,Retired,$10k-20k,15,Yes,No,No,Borrowed from library,Yes,Yes
71,Male,White,Widowed,Some high school,Retired,<$10k,15,Yes,No,No,Borrowed from others,Yes,No
70,Female,White,Married,Post-graduate,Retired,$40k-50k,15,Yes,No,Yes,Purchased,No,Yes
69,Female,White,Divorced,Post-graduate,Retired,$30k-40k,15,Yes,No,No,Purchased,No,No
68,Female,White,Married,College,Retired,$50k-75k,15,Yes,Yes,No,Borrowed from others,No,Yes
68,Female,White,Widowed,Post-graduate,Retired,$100k-150k,15,No,No,Yes,Borrowed from library,Yes,Yes
67,Female,White,Married,Post-graduate,Retired,$100k-150k,15,Yes,No,No,Purchased,Yes,Yes
66,Male,White,Married,Some college,Retired,$40k-50k,15,Yes,No,Yes,Other sources,Yes,No
65,Female,White,Married,College,Employed part-time,$20k-30k,15,Yes,No,No,Purchased,Yes,Yes
65,Male,White,Married,High school,Retired,$20k-30k,15,Yes,No,No,Purchased,No,Yes
65,Female,White,Married,Post-graduate,Retired,$75k-100k,15,Yes,No,Yes,Purchased,Yes,Yes
65,Male,White,Married,College,Employed full-time,$100k-150k,15,Yes,Yes,No,Purchased,Yes,Yes
64,Male,White,Married,College,Retired,$100k-150k,15,Yes,No,Yes,Purchased,Yes,No
64,Male,White,Divorced,High school,Retired,$20k-30k,15,Yes,No,No,Borrowed from others,No,Yes
63,Female,White,Married,College,Disabled,$40k-50k,15,Yes,No,No,Purchased,Yes,No
62,Female,White,Never been married,Some college,Retired,$30k-40k,15,Yes,No,No,Purchased,Yes,Yes
62,Male,White,Married,Post-graduate,Retired,$100k-150k,15,Yes,No,Yes,Purchased,Yes,Yes
61,Male,White,Married,College,Employed full-time,$100k-150k,15,Yes,No,No,Purchased,Yes,No
60,Female,White,Married,College,Employed full-time,$50k-75k,15,Yes,Yes,No,Purchased,No,Yes
60,Female,White,Married,College,Employed part-time,$100k-150k,15,Yes,Yes,No,Purchased,Yes,Yes
59,Female,White,Divorced,Post-graduate,Employed full-time,$100k-150k,15,Yes,Yes,Yes,Purchased,Yes,Yes
57,Female,White,Married,Trade school,Employed full-time,$100k-150k,15,Yes,No,No,Borrowed from others,Yes,Yes
56,Female,White,Married,Some college,Employed full-time,$50k-75k,15,Yes,No,Yes,Purchased,Yes,No
56,Female,White,Married,College,Retired,$100k-150k,15,Yes,No,No,Purchased,Yes,Yes
55,Male,White,Married,High school,Retired,$10k-20k,15,No,Yes,Yes,Other sources,Yes,No
55,Female,White,Married,High school,Employed full-time,$100k-150k,15,Yes,No,Yes,Purchased,Yes,Yes
54,Male,White,Never been married,College,Employed full-time,$30k-40k,15,Yes,No,No,Purchased,Yes,Yes
54,Male,White,Married,Post-graduate,Employed full-time,$100k-150k,15,Yes,No,Yes,Purchased,No,Yes
54,Female,White,Married,College,Employed full-time,$75k-100k,15,Yes,No,Yes,Purchased,No,Yes
52,Male,White,Married,College,Employed full-time,$100k-150k,15,Yes,No,Yes,Purchased,Yes,Yes
51,Female,White,Married,Some college,Employed full-time,$75k-100k,15,Yes,No,Yes,Other sources,No,Yes
51,Male,White,Divorced,Some college,Employed full-time,$100k-150k,15,Yes,No,No,Borrowed from others,Yes,No
50,Male,White,Living with a partner,High school,Employed full-time,$50k-75k,15,Yes,No,No,Purchased,No,No
50,Female,White,Married,College,Employed full-time,$75k-100k,15,Yes,Yes,No,Borrowed from others,No,Yes
50,Male,White,Married,Post-graduate,Employed part-time,$100k-150k,15,Yes,No,No,Purchased,Yes,Yes
50,Male,White,Married,Some college,Self-employed,$100k-150k,15,Yes,No,Yes,Purchased,Yes,Yes
49,Male,White,Married,High school,Employed full-time,$100k-150k,15,Yes,No,No,Purchased,Yes,No
48,Female,White,Married,College,Retired,$75k-100k,15,Yes,No,Yes,Borrowed from others,Yes,Yes
47,Female,White,Married,College,Employed full-time,$40k-50k,15,Yes,No,No,Other sources,No,Yes
47,Male,White,Divorced,College,Self-employed,$30k-40k,15,Yes,No,No,Other sources,Yes,No
45,Female,White,Married,Post-graduate,Self-employed,$100k-150k,15,Yes,No,No,Purchased,No,Yes
44,Female,White,Married,College,Employed full-time,$100k-150k,15,Yes,No,Yes,Purchased,No,No
43,Male,White,Married,College,Employed full-time,$75k-100k,15,Yes,No,No,Purchased,Yes,Yes
43,Female,White,Married,College,Employed full-time,$100k-150k,15,Yes,No,Yes,Purchased,No,No
42,Female,White,Married,Post-graduate,Employed part-time,$100k-150k,15,No,Yes,Yes,Purchased,No,No
42,Female,White,Married,College,Employed part-time,$30k-40k,15,No,No,No,Other sources,No,No
40,Male,White,Married,High school,Unemployed,$40k-50k,15,Yes,No,No,Purchased,Yes,No
39,Female,White,Divorced,Post-graduate,Employed full-time,$75k-100k,15,Yes,No,No,Borrowed from library,No,Yes
39,Male,White,Married,College,Self-employed,$30k-40k,15,Yes,Yes,Yes,Purchased,No,No
39,Male,White,Married,Some college,Employed full-time,$100k-150k,15,Yes,Yes,Yes,Borrowed from library,No,Yes
39,Male,White,Divorced,Some college,Employed full-time,$75k-100k,15,Yes,No,No,Other sources,Yes,Yes
37,Male,White,Married,Post-graduate,Employed full-time,$75k-100k,15,Yes,No,Yes,Purchased,No,Yes
36,Male,White,Married,Trade school,Employed full-time,$40k-50k,15,Yes,Yes,Yes,Borrowed from others,Yes,Yes
35,Female,White,Married,College,Employed full-time,$50k-75k,15,Yes,No,Yes,Borrowed from others,Yes,No
33,Male,White,Married,Post-graduate,Employed full-time,$50k-75k,15,No,No,Yes,Purchased,Yes,No
32,Male,White,Married,College,Employed full-time,$100k-150k,15,Yes,No,Yes,Purchased,Yes,Yes
32,Male,White,Married,High school,Employed full-time,$75k-100k,15,Yes,Yes,Yes,Purchased,No,Yes
31,Female,White,Married,College,Employed full-time,$50k-75k,15,Yes,No,Yes,Purchased,Yes,No
30,Male,White,Married,Post-graduate,Employed full-time,$75k-100k,15,Yes,No,Yes,Borrowed from library,No,No
30,Female,White,Married,College,Unemployed,$50k-75k,15,Yes,No,No,Purchased,Yes,No
27,Female,White,Never been married,College,Employed full-time,$20k-30k,15,Yes,No,No,Borrowed from others,No,No
24,Male,White,Never been married,College,Employed full-time,$50k-75k,15,Yes,No,No,Borrowed from others,Yes,No
23,Male,White,Married,Some college,Employed full-time,$50k-75k,15,Yes,No,Yes,Purchased,Yes,Yes
23,Female,White,Never been married,College,Unemployed,$30k-40k,15,Yes,No,No,Purchased,No,No
22,Female,White,Married,Some college,Unemployed,$20k-30k,15,Yes,No,No,Borrowed from others,No,No
22,Male,White,Single,Some college,Employed full-time,$100k-150k,15,Yes,Yes,Yes,Purchased,Yes,Yes
18,Female,White,Never been married,Some high school,Unemployed,$30k-40k,15,Yes,No,No,Borrowed from library,No,No
17,Female,White,Never been married,Some high school,Employed part-time,$100k-150k,15,Yes,No,No,Purchased,No,Yes
17,Male,White,Never been married,Some high school,Employed part-time,$100k-150k,15,Yes,No,No,Borrowed from library,No,Yes
17,Male,White,Never been married,Some high school,Unemployed,$30k-40k,15,Yes,No,No,Borrowed from others,No,No
17,Male,White,Never been married,Some high school,Unemployed,$20k-30k,15,Yes,No,No,Borrowed from library,Yes,Yes
16,Female,White,Never been married,Some high school,Unemployed,$75k-100k,15,Yes,No,No,Other sources,No,Yes
16,Male,Asian/Pacific Islander,Never been married,Some high school,Unemployed,$100k-150k,14,Yes,No,Yes,Borrowed from library,Yes,No
80,Male,White,Married,Post-graduate,Retired,$50k-75k,14,Yes,No,No,Borrowed from library,Yes,Yes
77,Male,White,Married,Post-graduate,Retired,$100k-150k,14,Yes,No,Yes,Purchased,Yes,No
53,Male,White,Married,Some college,Retired,$100k-150k,14,Yes,No,No,Other sources,No,Yes
52,Male,White,Never been married,College,Unemployed,$40k-50k,14,Yes,No,No,Borrowed from others,Yes,Yes
52,Female,White,Married,Some college,Unemployed,$20k-30k,14,Yes,No,Yes,Purchased,Yes,Yes
16,Female,White,Never been married,Some high school,Unemployed,$100k-150k,14,Yes,No,No,Borrowed from library,No,Yes
47,Female,Black/African-American,Living with a partner,High school,Employed full-time,$40k-50k,13,Yes,No,No,Purchased,No,Yes
24,Male,Black/African-American,Single,High school,Employed full-time,$10k-20k,13,No,Yes,No,Borrowed from others,No,Yes
21,Female,Black/African-American,Never been married,Some college,Unemployed,$30k-40k,13,Yes,No,No,Purchased,No,Yes
52,Male,White,Married,Some college,Employed full-time,$100k-150k,13,Yes,Yes,No,Purchased,Yes,Yes
50,Female,White,Widowed,College,Retired,$75k-100k,13,Yes,No,No,Purchased,No,Yes
42,Female,White,Separated,College,Employed full-time,$40k-50k,13,Yes,No,Yes,Purchased,No,Yes
34,Female,White,Divorced,High school,Employed full-time,$30k-40k,13,Yes,No,Yes,Purchased,Yes,No
30,Female,White,Married,Post-graduate,Employed part-time,$75k-100k,13,Yes,No,No,Purchased,Yes,Yes
22,Female,White,Married,Some college,Employed full-time,$10k-20k,13,Yes,No,No,Purchased,Yes,No
17,Male,White,Never been married,Some high school,Employed part-time,$100k-150k,13,Yes,No,No,Borrowed from library,No,Yes
16,Female,White,Never been married,Some high school,Unemployed,$20k-30k,13,Yes,No,Yes,Purchased,No,Yes
63,Male,Other,Married,College,Employed full-time,$100k-150k,12,Yes,No,No,Purchased,Yes,Yes
23,Male,Other,Married,High school,Employed full-time,$50k-75k,12,Yes,No,Yes,Borrowed from others,No,Yes
17,Female,Other,Never been married,Some high school,Employed part-time,$100k-150k,12,Yes,No,Yes,Purchased,Yes,Yes
52,Male,Native American,Married,Some college,Employed full-time,$10k-20k,12,Yes,No,No,Borrowed from others,No,No
41,Male,Native American,Divorced,High school,Unemployed,$10k-20k,12,Yes,No,No,Purchased,Yes,No
47,Female,Mixed race,Married,Some college,Employed full-time,$40k-50k,12,Yes,Yes,No,Purchased,Yes,Yes
44,Female,Mixed race,Divorced,College,Employed full-time,$75k-100k,12,Yes,No,No,Purchased,No,Yes
39,Male,Mixed race,Married,High school,Employed full-time,$50k-75k,12,No,Yes,Yes,Purchased,No,Yes
27,Male,Mixed race,Married,Some college,Unemployed,$10k-20k,12,Yes,No,No,Purchased,No,No
17,Male,Mixed race,Never been married,Some high school,Unemployed,$50k-75k,12,Yes,No,No,Other sources,No,No
18,Female,Asian/Pacific Islander,Never been married,Some high school,Unemployed,$75k-100k,12,Yes,No,No,Borrowed from others,Yes,Yes
78,Female,Black/African-American,Widowed,College,Retired,$40k-50k,12,Yes,No,No,Borrowed from library,Yes,No
75,Male,Black/African-American,Widowed,Some college,Retired,$30k-40k,12,Yes,Yes,Yes,Borrowed from library,Yes,No
62,Female,Black/African-American,Single,Post-graduate,Retired,$20k-30k,12,Yes,No,No,Other sources,No,No
59,Female,Black/African-American,Divorced,High school,Retired,<$10k,12,Yes,No,No,Purchased,Yes,Yes
58,Female,Black/African-American,Divorced,High school,Retired,$30k-40k,12,Yes,No,No,Purchased,Yes,Yes
56,Female,Black/African-American,Divorced,High school,Employed full-time,$40k-50k,12,Yes,Yes,No,Borrowed from others,Yes,Yes
49,Female,Black/African-American,Separated,College,Employed full-time,$100k-150k,12,Yes,No,No,Purchased,Yes,Yes
43,Male,Black/African-American,Divorced,College,Employed full-time,$75k-100k,12,Yes,No,No,Purchased,No,Yes
42,Female,Black/African-American,Separated,High school,Employed full-time,$10k-20k,12,Yes,No,No,Borrowed from library,Yes,No
41,Male,Black/African-American,Never been married,Some high school,Unemployed,<$10k,12,No,No,No,Borrowed from library,No,No
35,Female,Black/African-American,Never been married,College,Employed full-time,$30k-40k,12,Yes,No,No,Purchased,Yes,No
35,Female,Black/African-American,Married,Post-graduate,Employed full-time,$100k-150k,12,Yes,Yes,Yes,Borrowed from library,No,Yes
31,Female,Black/African-American,Married,Trade school,Unemployed,$10k-20k,12,Yes,No,No,Borrowed from others,Yes,No
18,Female,Black/African-American,Never been married,High school,Unemployed,$75k-100k,12,Yes,No,Yes,Purchased,Yes,No
91,Male,White,Widowed,Post-graduate,Retired,$75k-100k,12,Yes,No,No,Borrowed from others,Yes,Yes
86,Male,White,Married,High school,Retired,$10k-20k,12,Yes,Yes,No,Borrowed from library,Yes,No
83,Male,White,Married,Post-graduate,Employed part-time,$50k-75k,12,Yes,No,Yes,Purchased,No,Yes
80,Female,White,Widowed,Post-graduate,Retired,$30k-40k,12,Yes,No,No,Borrowed from others,Yes,Yes
79,Female,White,Married,Trade school,Retired,$100k-150k,12,Yes,Yes,No,Purchased,Yes,Yes
78,Female,White,Never been married,Post-graduate,Employed full-time,$10k-20k,12,Yes,No,No,Other sources,Yes,Yes
78,Male,White,Married,Post-graduate,Retired,$75k-100k,12,Yes,No,Yes,Purchased,Yes,Yes
77,Female,White,Widowed,Some college,Unemployed,$100k-150k,12,No,Yes,No,Borrowed from library,No,Yes
75,Male,White,Married,High school,Retired,$50k-75k,12,Yes,No,Yes,Purchased,Yes,Yes
75,Male,White,Living with a partner,High school,Employed part-time,$50k-75k,12,Yes,No,No,Borrowed from library,Yes,Yes
74,Male,White,Married,High school,Employed part-time,$75k-100k,12,Yes,No,Yes,Purchased,Yes,Yes
73,Female,White,Married,Post-graduate,Retired,$75k-100k,12,Yes,No,No,Purchased,Yes,Yes
72,Female,White,Widowed,Some college,Employed part-time,$30k-40k,12,Yes,No,No,Purchased,Yes,Yes
70,Female,White,Never been married,College,Retired,$40k-50k,12,Yes,No,No,Purchased,Yes,Yes
70,Male,White,Married,Some college,Retired,$50k-75k,12,Yes,No,No,Purchased,Yes,Yes
68,Female,White,Married,Some college,Retired,$50k-75k,12,Yes,No,No,Purchased,Yes,Yes
68,Male,White,Married,Post-graduate,Employed part-time,$100k-150k,12,Yes,No,Yes,Purchased,Yes,Yes
68,Female,White,Married,Post-graduate,Retired,$40k-50k,12,Yes,No,No,Borrowed from library,Yes,Yes
67,Male,White,Married,College,Retired,$40k-50k,12,Yes,No,No,Purchased,Yes,Yes
67,Male,White,Divorced,Post-graduate,Retired,$30k-40k,12,Yes,No,No,Borrowed from others,Yes,No
67,Male,White,Married,Post-graduate,Employed part-time,$30k-40k,12,Yes,Yes,No,Borrowed from others,Yes,Yes
66,Female,White,Widowed,Some college,Retired,$40k-50k,12,Yes,No,Yes,Purchased,Yes,Yes
66,Female,White,Married,College,Employed part-time,$100k-150k,12,Yes,No,No,Purchased,Yes,Yes
65,Male,White,Married,Some high school,Retired,$20k-30k,12,Yes,No,No,Purchased,No,Yes
65,Male,White,Married,College,Retired,$75k-100k,12,Yes,No,Yes,Purchased,Yes,Yes
64,Female,White,Married,Some college,Retired,$40k-50k,12,Yes,No,No,Purchased,Yes,Yes
64,Male,White,Living with a partner,Post-graduate,Employed full-time,$100k-150k,12,Yes,Yes,Yes,Purchased,Yes,Yes
64,Male,White,Married,High school,Employed full-time,$50k-75k,12,Yes,No,Yes,Purchased,Yes,Yes
63,Female,White,Divorced,Post-graduate,Employed full-time,$50k-75k,12,Yes,No,Yes,Borrowed from library,Yes,Yes
62,Female,White,Married,Post-graduate,Employed part-time,$100k-150k,12,Yes,No,No,Purchased,Yes,Yes
62,Female,White,Married,Some college,Retired,$50k-75k,12,Yes,No,Yes,Purchased,Yes,Yes
61,Male,White,Never been married,College,Employed full-time,$50k-75k,12,Yes,No,No,Purchased,No,Yes
61,Male,White,Married,Some college,Employed full-time,$100k-150k,12,Yes,No,No,Other sources,No,No
60,Female,White,Married,College,Retired,$75k-100k,12,Yes,No,No,Borrowed from library,Yes,Yes
60,Female,White,Widowed,Some college,Employed full-time,$40k-50k,12,Yes,Yes,No,Borrowed from library,Yes,Yes
60,Male,White,Married,Post-graduate,Employed part-time,$100k-150k,12,Yes,No,Yes,Purchased,Yes,Yes
60,Female,White,Divorced,College,Employed full-time,$75k-100k,12,Yes,No,No,Borrowed from others,Yes,Yes
59,Female,White,Married,Post-graduate,Employed part-time,$30k-40k,12,Yes,No,No,Purchased,Yes,Yes
59,Female,White,Married,Post-graduate,Employed full-time,$75k-100k,12,Yes,No,No,Purchased,No,No
59,Female,White,Married,College,Employed full-time,$50k-75k,12,Yes,No,No,Borrowed from others,Yes,Yes
58,Female,White,Divorced,Some college,Unemployed,$10k-20k,12,Yes,No,No,Purchased,Yes,Yes
58,Female,White,Married,College,Employed full-time,$75k-100k,12,Yes,No,Yes,Purchased,Yes,Yes
58,Male,White,Married,High school,Employed full-time,$100k-150k,12,Yes,No,Yes,Purchased,Yes,Yes
57,Female,White,Married,Some college,Employed full-time,$50k-75k,12,Yes,No,No,Borrowed from others,Yes,Yes
56,Female,White,Living with a partner,High school,Employed full-time,$50k-75k,12,Yes,No,No,Borrowed from others,Yes,No
55,Female,White,Married,Some college,Unemployed,$50k-75k,12,Yes,No,No,Purchased,Yes,No
54,Male,White,Married,Some high school,Disabled,$20k-30k,12,Yes,No,No,Purchased,Yes,Yes
53,Male,White,Married,High school,Employed full-time,$40k-50k,12,Yes,No,Yes,Purchased,No,Yes
53,Female,White,Married,High school,Employed full-time,$20k-30k,12,Yes,No,No,Other sources,Yes,Yes
52,Male,White,Married,Some college,Employed full-time,$100k-150k,12,Yes,Yes,No,Borrowed from others,Yes,Yes
52,Female,White,Married,Post-graduate,Unemployed,$100k-150k,12,Yes,No,No,Purchased,Yes,No
51,Female,White,Married,Some college,Unemployed,$100k-150k,12,Yes,No,No,Borrowed from library,Yes,Yes
51,Female,White,Married,Post-graduate,Employed full-time,$75k-100k,12,Yes,Yes,No,Borrowed from library,Yes,No
50,Female,White,Never been married,Some college,Employed part-time,$20k-30k,12,Yes,Yes,Yes,Borrowed from others,Yes,No
49,Female,White,Never been married,Some college,Unemployed,$20k-30k,12,Yes,No,No,Borrowed from library,No,Yes
49,Male,White,Married,College,Employed full-time,$100k-150k,12,Yes,No,Yes,Other sources,Yes,Yes
49,Female,White,Married,College,Unemployed,$100k-150k,12,Yes,No,No,Purchased,No,No
49,Male,White,Married,Some college,Employed full-time,$75k-100k,12,Yes,No,No,Purchased,No,No
49,Male,White,Married,College,Employed full-time,$100k-150k,12,No,No,Yes,Purchased,Yes,Yes
